#(d > 64 and ((b > d or d == b) or (c < b or d != 7)))
A,B,C,D,R
93,56,49,55,False
90,26,57,52,False
69,40,55,96,True
96,10,35,79,True
16,55,36,55,False
38,9,32,24,False
73,75,76,59,False
76,87,45,90,True
45,10,8,74,True
88,4,17,62,False
94,12,29,58,False
81,30,42,82,True
69,20,21,52,False
48,88,35,80,True
14,75,74,17,False
61,89,59,63,False
9,82,83,85,True
77,79,34,21,False
6,57,98,25,False
91,61,61,62,False
77,11,98,99,True
65,88,49,21,False
74,75,94,55,False
81,44,66,76,True
64,21,50,75,True
82,2,53,12,False
60,45,85,26,False
48,61,67,51,False
26,71,88,8,False
82,25,34,53,False
78,90,11,95,True
50,58,63,83,True
41,53,34,51,False
90,9,59,91,True
85,37,47,59,False
97,31,0,76,True
77,67,40,40,False
90,23,93,2,False
73,72,6,15,False
91,1,75,53,False
64,53,88,92,True
36,12,52,39,False
40,4,4,22,False
27,83,44,11,False
10,80,31,89,True
70,78,99,58,False
50,24,83,43,False
25,8,24,46,False
65,31,69,99,True
77,62,24,52,False
51,32,3,99,True
37,0,53,61,False
28,74,51,84,True
78,98,34,65,True
97,53,26,21,False
14,40,56,80,True
50,29,14,74,True
26,82,5,95,True
26,7,91,78,True
56,60,17,50,False
52,19,4,9,False
75,4,65,96,True
36,92,72,55,False
78,55,69,49,False
44,73,13,21,False
67,60,76,83,True
42,94,77,19,False
55,45,85,4,False
57,23,54,59,False
1,71,69,88,True
10,70,43,14,False
57,10,38,67,True
6,33,46,61,False
0,8,9,11,False
70,38,15,21,False
33,28,23,13,False
66,49,92,43,False
38,90,1,40,False
16,42,62,96,True
80,10,36,39,False
61,78,58,43,False
44,10,77,82,True
32,82,48,56,False
41,10,63,50,False
5,59,96,27,False
57,15,54,95,True
39,76,3,50,False
56,44,57,31,False
90,23,37,57,False
50,93,82,83,True
18,15,52,42,False
32,94,58,87,True
56,22,78,38,False
72,95,63,52,False
80,38,72,69,True
19,8,86,22,False
35,10,82,79,True
65,15,17,40,False
38,21,33,6,False
21,23,69,55,False
30,58,82,54,False
14,47,41,24,False
51,79,74,1,False
58,2,97,99,True
33,2,25,53,False
27,87,84,41,False
53,5,76,42,False
99,5,25,24,False
51,4,35,26,False
21,92,41,94,True
83,30,55,8,False
15,30,83,70,True
21,87,55,40,False
39,62,57,81,True
67,80,99,29,False
77,31,96,70,True
95,32,8,55,False
11,59,37,78,True
30,96,5,29,False
97,78,29,3,False
17,1,7,99,True
16,66,72,5,False
43,34,71,4,False
62,63,51,47,False
89,83,76,3,False
94,44,54,67,True
78,13,84,60,False
91,11,11,23,False
62,41,82,54,False
51,17,13,76,True
77,91,60,40,False
82,60,24,25,False
27,13,2,11,False
99,50,99,37,False
79,0,53,25,False
25,59,31,44,False
99,74,93,96,True
84,65,54,59,False
44,81,11,34,False
16,21,23,56,False
27,9,30,15,False
50,2,86,12,False
31,62,47,88,True
4,14,28,25,False
48,76,17,23,False
76,98,81,98,True
15,37,72,62,False
49,84,80,43,False
59,26,48,15,False
97,9,65,59,False
92,52,60,28,False
47,23,22,44,False
78,39,75,2,False
85,47,13,36,False
49,61,30,4,False
67,28,84,12,False
42,81,51,69,True
0,91,95,23,False
74,32,76,11,False
67,13,18,62,False
87,46,70,77,True
13,27,76,44,False
80,34,74,26,False
84,51,17,30,False
58,46,0,31,False
14,93,99,86,True
25,36,15,68,True
60,29,99,72,True
95,53,34,69,True
28,28,34,36,False
24,96,62,55,False
21,99,36,41,False
37,55,0,7,False
57,16,13,50,False
19,58,85,57,False
69,37,91,33,False
73,15,24,24,False
91,18,3,31,False
44,74,86,55,False
6,14,56,7,False
64,47,94,8,False
18,90,21,81,True
8,2,21,39,False
45,37,87,55,False
49,51,60,7,False
55,40,13,1,False
69,25,75,11,False
50,92,13,14,False
57,59,87,48,False
74,47,27,60,False
52,6,87,65,True
6,69,65,5,False
38,2,37,91,True
22,57,42,61,False
81,76,18,73,True
80,46,51,45,False
9,31,49,93,True
74,69,52,90,True
91,31,19,23,False
97,85,88,35,False
5,76,89,80,True
31,85,58,37,False
38,43,66,36,False
98,82,80,40,False
53,14,58,19,False
83,44,23,33,False
73,64,92,45,False
89,25,70,77,True
80,75,77,44,False
75,88,25,28,False
38,31,86,38,False
87,27,81,4,False
68,79,79,39,False
94,74,10,8,False
82,73,11,11,False
23,13,68,51,False
99,56,98,36,False
58,42,77,25,False
87,33,94,55,False
35,29,88,87,True
91,14,5,96,True
59,12,59,80,True
85,10,3,59,False
0,34,8,54,False
14,23,20,86,True
99,93,68,57,False
83,46,10,10,False
59,41,20,19,False
70,45,18,51,False
82,59,29,2,False
19,67,99,49,False
26,29,49,43,False
21,37,30,3,False
92,74,21,91,True
12,97,76,48,False
19,29,87,37,False
14,46,73,35,False
18,53,60,58,False
56,3,31,15,False
91,24,56,64,False
79,77,44,88,True
14,78,26,44,False
79,20,51,80,True
30,51,86,29,False
2,28,73,56,False
70,73,66,3,False
66,63,31,71,True
49,23,55,53,False
61,66,64,37,False
67,16,32,14,False
18,4,54,66,True
0,43,83,31,False
51,62,49,85,True
9,59,78,60,False
89,59,12,93,True
17,43,2,5,False
94,18,19,89,True
98,49,52,36,False
66,18,65,71,True
89,26,79,24,False
10,54,34,46,False
67,79,5,91,True
66,23,83,33,False
57,49,52,9,False
39,94,59,50,False
17,29,81,75,True
85,25,41,44,False
30,59,37,20,False
71,53,43,2,False
1,36,16,67,True
95,11,56,48,False
16,0,70,76,True
64,43,46,4,False
65,28,29,84,True
47,95,69,24,False
62,92,63,45,False
24,25,22,99,True
48,22,40,17,False
35,33,79,72,True
80,60,64,63,False
15,30,87,40,False
58,12,76,49,False
80,63,14,70,True
59,35,61,11,False
12,50,73,54,False
73,3,94,58,False
48,12,48,19,False
84,72,58,42,False
67,30,69,75,True
78,73,6,8,False
96,28,63,41,False
88,28,63,15,False
13,13,62,4,False
12,66,59,89,True
92,29,74,71,True
93,68,21,7,False
10,58,73,89,True
29,7,60,78,True
40,34,6,6,False
59,42,61,84,True
19,48,93,6,False
28,84,20,64,False
98,55,57,90,True
53,6,76,36,False
77,6,56,16,False
76,62,52,27,False
7,34,56,81,True
76,0,48,76,True
5,0,64,60,False
83,7,2,24,False
39,30,7,82,True
19,66,39,88,True
78,87,52,1,False
42,94,30,12,False
84,75,90,5,False
34,57,43,85,True
15,81,61,73,True
19,17,44,1,False
56,54,26,28,False
86,52,35,43,False
8,42,75,15,False
47,44,5,45,False
49,48,24,79,True
11,87,56,13,False
17,22,54,21,False
86,67,35,33,False
35,75,88,50,False
92,16,24,1,False
28,30,11,70,True
23,16,73,42,False
59,87,35,77,True
47,55,51,24,False
99,59,79,59,False
99,21,23,57,False
2,3,9,32,False
71,73,59,56,False
20,11,45,82,True
54,29,55,76,True
29,56,83,99,True
12,23,47,22,False
63,11,66,22,False
28,27,62,36,False
32,90,78,80,True
38,83,75,66,True
61,66,68,47,False
72,48,7,32,False
71,82,5,10,False
79,75,45,4,False
38,82,39,97,True
32,26,60,16,False
4,66,12,68,True
10,8,76,1,False
48,2,29,67,True
35,43,95,48,False
73,65,52,61,False
47,80,60,80,True
91,15,52,28,False
52,70,2,89,True
15,69,64,13,False
67,3,86,53,False
18,36,71,69,True
37,1,72,24,False
42,78,56,85,True
86,27,62,73,True
6,42,23,85,True
62,1,41,86,True
89,66,25,92,True
33,92,89,71,True
32,13,99,14,False
75,12,38,73,True
84,26,98,37,False
4,89,97,57,False
55,3,10,79,True
9,99,27,8,False
35,95,14,37,False
47,4,70,44,False
77,62,28,53,False
69,36,62,27,False
9,67,78,28,False
38,33,43,91,True
69,26,48,84,True
25,97,75,79,True
59,19,36,6,False
82,65,59,45,False
23,93,42,48,False
64,74,64,91,True
4,78,92,74,True
30,42,27,77,True
1,0,84,53,False
86,69,21,27,False
8,33,68,23,False
2,27,98,77,True
5,66,88,85,True
22,30,22,54,False
45,69,82,78,True
80,0,43,27,False
16,47,53,15,False
93,80,14,42,False
44,29,79,82,True
0,52,74,55,False
1,93,79,85,True
16,86,14,40,False
54,4,59,1,False
46,76,31,52,False
47,73,47,63,False
4,35,38,14,False
85,81,28,22,False
4,49,67,59,False
73,5,52,5,False
0,69,39,69,True
61,27,68,67,True
70,38,88,97,True
98,47,76,45,False
29,58,15,99,True
68,63,89,97,True
24,13,94,81,True
57,66,95,48,False
76,18,26,23,False
69,60,1,45,False
92,43,14,50,False
91,10,82,84,True
8,24,44,93,True
83,57,6,74,True
18,44,2,63,False
98,5,29,46,False
23,92,86,82,True
53,64,89,46,False
83,47,60,48,False
13,12,17,79,True
78,96,67,63,False
12,54,20,86,True
54,0,26,90,True
21,92,96,84,True
33,2,82,91,True
83,51,19,88,True
26,78,53,85,True
53,28,59,18,False
81,54,80,28,False
23,45,37,59,False
78,7,14,91,True
35,12,45,96,True
88,79,83,58,False
24,11,46,24,False
84,31,10,77,True
7,97,86,29,False
2,11,90,40,False
78,41,51,77,True
90,17,8,10,False
98,33,72,23,False
45,28,66,88,True
22,19,30,8,False
90,81,15,28,False
28,87,8,0,False
71,15,64,95,True
65,21,56,22,False
73,91,94,20,False
42,18,35,98,True
65,83,5,42,False
38,98,60,6,False
37,98,53,66,True
83,97,72,55,False
21,15,26,33,False
99,47,56,52,False
39,50,16,19,False
37,71,56,97,True
96,63,58,95,True
47,21,18,40,False
49,70,93,71,True
32,87,46,60,False
90,56,3,69,True
30,90,62,74,True
76,26,75,0,False
77,66,6,74,True
23,72,24,15,False
75,78,18,59,False
41,88,6,16,False
55,82,33,3,False
22,96,78,83,True
37,7,65,83,True
87,97,52,65,True
69,88,88,33,False
80,41,84,60,False
85,43,22,48,False
21,24,39,89,True
60,42,91,92,True
32,87,81,5,False
51,97,91,10,False
28,41,34,76,True
1,79,26,26,False
24,98,1,35,False
20,60,74,96,True
18,42,87,96,True
5,3,62,64,False
84,21,39,34,False
47,14,43,97,True
27,7,34,16,False
41,54,28,99,True
89,59,69,11,False
81,65,27,51,False
58,28,47,82,True
17,73,47,18,False
34,81,95,41,False
5,56,53,74,True
45,49,99,92,True
22,67,65,8,False
21,82,6,25,False
75,71,90,43,False
89,51,94,66,True
28,61,83,95,True
79,0,27,37,False
76,30,36,3,False
62,96,5,80,True
73,42,29,83,True
51,74,16,16,False
1,93,42,44,False
7,4,14,10,False
53,54,51,68,True
50,22,51,88,True
67,54,66,35,False
76,71,42,46,False
61,21,26,34,False
92,50,72,3,False
34,21,41,83,True
2,2,1,78,True
8,82,5,62,False
0,15,51,1,False
80,69,80,97,True
73,84,98,52,False
56,37,54,29,False
36,23,40,85,True
90,99,38,29,False
28,2,73,68,True
26,8,72,76,True
22,0,32,88,True
95,84,44,40,False
64,89,37,27,False
55,74,28,81,True
20,40,60,65,True
41,1,80,61,False
67,93,25,84,True
54,61,20,28,False
13,72,93,68,True
36,43,12,33,False
93,17,86,5,False
15,60,27,82,True
2,31,54,89,True
15,77,76,46,False
21,42,32,39,False
16,14,59,0,False
29,90,88,19,False
89,10,80,30,False
15,11,16,71,True
85,42,51,76,True
74,50,51,1,False
96,23,49,58,False
13,82,60,95,True
83,52,22,64,False
75,16,78,39,False
86,51,45,11,False
84,79,24,87,True
82,72,46,47,False
19,93,26,96,True
70,16,10,10,False
88,91,99,82,True
27,29,26,32,False
8,45,45,60,False
26,52,12,95,True
11,83,57,4,False
24,80,67,49,False
81,25,89,42,False
58,82,99,18,False
75,40,74,89,True
52,72,74,12,False
81,13,39,17,False
80,17,6,97,True
62,0,16,45,False
64,39,71,40,False
29,83,13,13,False
61,78,98,73,True
30,90,30,46,False
75,19,20,77,True
68,16,38,95,True
40,77,42,54,False
39,65,26,94,True
39,80,35,52,False
70,73,85,71,True
20,61,80,57,False
81,20,78,98,True
42,46,86,47,False
6,18,58,68,True
22,69,74,40,False
8,46,48,44,False
70,96,65,97,True
25,46,67,90,True
76,47,61,21,False
77,80,59,38,False
4,10,13,25,False
51,11,52,19,False
37,44,88,50,False
94,76,39,12,False
39,28,94,28,False
5,16,87,39,False
14,65,72,56,False
32,93,7,59,False
89,80,58,76,True
0,71,70,17,False
91,25,88,24,False
21,49,59,10,False
35,91,82,76,True
23,13,61,79,True
37,93,63,74,True
77,16,1,13,False
49,20,72,1,False
91,14,36,32,False
16,13,52,16,False
78,71,89,5,False
5,56,90,33,False
68,45,38,29,False
23,88,9,91,True
21,12,42,92,True
71,6,42,59,False
9,56,0,81,True
0,66,57,55,False
11,78,81,16,False
77,35,29,2,False
84,66,8,44,False
20,56,10,61,False
64,30,62,14,False
42,94,55,67,True
3,65,45,90,True
92,13,67,15,False
72,29,5,33,False
51,73,42,15,False
15,3,51,39,False
25,99,67,53,False
71,74,41,84,True
54,2,60,94,True
21,51,86,18,False
77,18,90,41,False
94,55,38,90,True
45,1,26,37,False
98,54,13,35,False
98,7,35,56,False
96,49,36,19,False
50,26,28,53,False
39,30,41,0,False
20,93,98,82,True
50,82,87,50,False
40,99,32,26,False
65,75,90,24,False
15,13,62,20,False
12,42,73,55,False
15,78,25,17,False
71,14,5,39,False
46,37,29,0,False
16,28,14,9,False
60,98,46,57,False
80,81,38,2,False
81,77,81,12,False
90,97,41,5,False
96,58,77,20,False
66,38,1,86,True
3,68,94,18,False
51,21,64,77,True
28,47,51,8,False
39,8,65,14,False
23,40,87,59,False
63,13,49,5,False
51,76,53,54,False
87,58,91,66,True
95,32,68,79,True
68,87,17,69,True
26,56,16,24,False
77,1,89,50,False
95,75,55,17,False
94,49,73,41,False
26,2,10,65,True
39,52,36,46,False
59,1,30,45,False
25,53,53,85,True
54,46,11,34,False
46,77,47,81,True
9,67,91,3,False
70,22,21,28,False
18,55,20,87,True
92,12,71,69,True
20,60,6,69,True
75,59,31,86,True
97,27,89,85,True
81,23,62,47,False
53,22,94,85,True
68,12,96,56,False
52,61,86,70,True
35,67,14,33,False
11,85,36,5,False
91,88,28,53,False
32,54,29,28,False
1,70,8,70,True
26,75,57,12,False
42,29,18,95,True
98,78,36,85,True
79,10,60,76,True
44,93,43,45,False
50,65,58,47,False
17,98,2,13,False
46,59,0,90,True
93,27,48,95,True
75,45,34,25,False
2,86,25,48,False
68,35,73,98,True
10,51,9,58,False
68,65,23,86,True
12,72,89,31,False
63,83,35,44,False
10,10,24,82,True
37,46,45,41,False
9,8,97,65,True
40,53,30,18,False
81,32,87,43,False
39,7,93,75,True
3,97,45,26,False
5,55,20,44,False
40,25,76,38,False
0,84,63,59,False
38,82,84,56,False
81,47,12,14,False
23,71,53,52,False
8,53,25,78,True
63,0,47,94,True
73,68,7,49,False
36,91,7,73,True
8,79,89,88,True
92,27,40,51,False
85,10,84,74,True
70,33,35,26,False
4,62,50,92,True
96,12,42,82,True
18,42,8,88,True
67,87,53,21,False
16,79,36,20,False
58,68,71,68,True
78,2,73,57,False
61,43,90,98,True
24,83,79,98,True
92,83,72,82,True
0,56,43,94,True
40,39,48,41,False
70,23,2,14,False
4,23,13,66,True
47,11,12,0,False
50,5,12,54,False
59,52,16,60,False
12,10,26,51,False
76,29,28,45,False
22,43,4,74,True
93,53,65,99,True
69,74,45,62,False
77,99,91,66,True
64,62,56,90,True
4,46,69,99,True
65,41,25,99,True
57,93,78,51,False
24,47,77,1,False
15,31,34,20,False
1,75,47,57,False
18,34,85,7,False
50,0,36,16,False
97,16,8,6,False
89,23,82,84,True
87,63,65,30,False
68,2,35,51,False
83,15,76,83,True
23,13,55,69,True
17,52,75,53,False
28,80,35,13,False
86,60,58,30,False
17,72,45,3,False
63,82,9,2,False
86,35,18,77,True
61,46,58,30,False
41,18,22,34,False
67,66,55,18,False
31,72,95,57,False
38,78,51,46,False
28,52,39,19,False
34,53,68,10,False
19,12,12,8,False
43,66,85,99,True
96,81,91,62,False
34,97,47,81,True
40,17,65,92,True
17,79,48,45,False
15,88,45,14,False
53,90,89,92,True
84,48,2,92,True
72,97,25,5,False
87,70,94,6,False
96,12,50,17,False
6,18,80,33,False
40,4,87,97,True
5,94,65,0,False
4,20,65,68,True
50,75,47,87,True
70,77,26,71,True
6,24,53,22,False
95,64,14,93,True
3,51,66,15,False
43,9,97,74,True
71,98,33,91,True
58,67,57,53,False
38,93,24,42,False
72,69,26,90,True
6,58,15,86,True
99,97,43,74,True
18,37,90,15,False
50,60,55,13,False
44,64,90,67,True
17,78,31,81,True
60,4,96,93,True
32,43,67,76,True
37,46,44,28,False
64,53,53,55,False
74,74,14,99,True
29,19,42,54,False
24,97,33,97,True
52,71,77,5,False
91,69,2,59,False
74,46,28,16,False
53,63,59,97,True
46,37,70,26,False
54,52,56,18,False
58,65,23,14,False
0,64,55,27,False
91,80,95,68,True
46,43,36,10,False
92,32,52,64,False
16,5,63,9,False
57,83,60,18,False
74,21,14,93,True
21,99,63,32,False
15,30,9,5,False
35,89,69,21,False
68,30,9,23,False
1,41,57,67,True
47,27,90,18,False
65,57,5,99,True
66,63,37,99,True
12,97,54,61,False
4,35,92,34,False
46,74,33,89,True
34,65,21,34,False
2,22,39,14,False
78,26,11,33,False
81,26,47,1,False
81,40,67,70,True
83,93,5,76,True
50,84,38,11,False
65,29,38,87,True
69,47,13,62,False
86,68,26,39,False
86,43,97,61,False
7,54,83,88,True
26,55,50,58,False
37,44,60,40,False
41,74,42,70,True
63,31,96,21,False
17,99,43,75,True
84,31,43,43,False
79,47,95,55,False
40,62,86,74,True
91,48,67,28,False
35,71,96,29,False
42,96,46,20,False
94,78,48,21,False
33,34,32,68,True
62,50,9,98,True
36,32,64,5,False
53,66,74,2,False
16,40,1,38,False
94,31,18,91,True
11,84,46,3,False
28,76,67,80,True
41,24,12,11,False
46,55,33,79,True
2,90,55,10,False
56,19,83,50,False
50,44,96,66,True
76,89,48,44,False
76,40,54,47,False
36,74,46,84,True
21,35,24,49,False
62,75,65,86,True
79,67,53,95,True
1,1,76,95,True
65,95,82,41,False
34,90,54,25,False
10,51,55,3,False
16,5,80,73,True
49,35,50,60,False
6,77,64,91,True
14,48,32,5,False
57,25,60,72,True
7,91,2,55,False
41,27,52,71,True
64,98,63,18,False
25,90,43,11,False
19,38,83,49,False
72,14,87,97,True
29,67,73,97,True
87,67,95,80,True
47,95,3,13,False
86,28,45,39,False
98,43,75,78,True
24,80,4,44,False
21,74,71,30,False
87,18,50,42,False
38,79,4,98,True
18,4,60,32,False
30,84,0,43,False
57,90,17,36,False
80,81,79,60,False
95,34,43,53,False
88,83,94,9,False
19,80,9,87,True
13,52,89,34,False
57,42,77,52,False
59,80,50,70,True
76,93,6,45,False
5,83,13,79,True
20,89,63,70,True
54,86,42,11,False
49,31,17,39,False
13,29,95,22,False
95,69,32,71,True
62,18,1,71,True
12,37,83,95,True
83,36,20,49,False
87,64,5,84,True
24,98,68,47,False
87,41,51,76,True
46,88,61,83,True
85,82,80,12,False
53,13,90,35,False
60,36,48,73,True
55,94,41,68,True
64,3,20,87,True
55,58,17,88,True
65,58,30,87,True
33,48,94,12,False
28,52,48,65,True
15,22,78,15,False
48,61,39,73,True
79,1,12,85,True
7,19,9,0,False
55,15,42,57,False
83,97,42,27,False
7,58,16,66,True
48,3,82,51,False
62,92,22,6,False
89,25,53,41,False
18,85,38,95,True
68,25,79,26,False
72,22,51,69,True
7,69,64,88,True
8,42,45,3,False
76,71,13,61,False
42,22,47,48,False
42,95,28,85,True
20,93,29,23,False
58,18,7,93,True
28,61,53,63,False
94,80,50,87,True
73,10,48,13,False
56,96,92,87,True
38,33,0,28,False
78,44,94,29,False
77,63,30,63,False
16,89,77,85,True
98,5,71,91,True
57,3,43,78,True
97,67,38,70,True
1,51,84,35,False
87,48,49,98,True
15,35,31,11,False
55,24,31,64,False
85,16,89,87,True
40,41,57,27,False
63,31,39,19,False
70,66,3,84,True
39,66,41,13,False
99,89,3,56,False
70,5,46,34,False
31,31,83,43,False
45,45,47,26,False
81,86,14,19,False
83,93,96,8,False
39,14,10,11,False
54,42,99,67,True
79,42,12,53,False
54,46,14,38,False
28,29,80,12,False
87,5,57,30,False
48,11,6,83,True
28,83,10,40,False
15,43,87,35,False
2,58,3,99,True
74,64,69,45,False
44,58,93,62,False
89,25,54,65,True
59,77,68,16,False
39,27,73,62,False
72,17,12,18,False
16,56,34,55,False
44,92,78,97,True
94,55,36,51,False
40,73,42,54,False
62,3,66,45,False
90,56,95,42,False
70,41,6,68,True
84,16,59,22,False
38,56,25,33,False
19,52,85,43,False
9,26,64,16,False
7,22,10,37,False
85,63,87,1,False
45,16,88,43,False
89,29,89,55,False
9,46,26,45,False
60,42,8,67,True
28,27,55,95,True
12,75,62,52,False
66,33,51,21,False
36,63,6,79,True
45,47,52,13,False
20,68,22,95,True
91,97,11,23,False
79,61,70,33,False
86,22,3,57,False
72,39,60,39,False
90,19,25,70,True
31,61,49,22,False
69,66,63,35,False
93,9,52,16,False
99,76,17,28,False
78,0,17,41,False
19,5,82,72,True
3,79,95,88,True
24,43,42,12,False
42,23,89,52,False
69,36,97,87,True
17,9,97,17,False
37,9,12,51,False
6,16,53,90,True
5,4,95,93,True
16,90,52,35,False
28,17,6,10,False
19,6,93,99,True
93,92,33,12,False
54,76,97,49,False
3,24,53,11,False
46,86,7,76,True
65,91,37,60,False
54,19,85,0,False
26,43,32,27,False
57,31,77,83,True
56,42,51,11,False
49,71,63,19,False
76,15,62,48,False
15,61,39,13,False
91,13,4,30,False
4,20,19,32,False
54,92,35,11,False
36,21,40,93,True
92,70,78,68,True
84,30,78,58,False
72,2,80,97,True
35,77,67,0,False
42,21,57,66,True
95,58,6,36,False
0,25,97,4,False
87,11,13,4,False
15,14,23,16,False
68,76,83,91,True
44,74,5,55,False
5,14,19,2,False
96,56,3,58,False
41,42,74,40,False
80,66,46,99,True
0,44,49,35,False
91,90,30,85,True
48,26,40,39,False
10,9,9,43,False
73,98,85,12,False
30,39,74,47,False
97,68,1,8,False
39,82,83,68,True
99,94,48,49,False
13,88,47,9,False
95,0,82,24,False
77,77,78,37,False
24,9,68,3,False
36,82,91,0,False
29,48,8,1,False
54,49,96,44,False
2,58,33,45,False
39,82,63,79,True
74,52,62,58,False
52,68,54,83,True
82,7,52,80,True
3,57,59,40,False
22,89,73,92,True
49,48,9,2,False
28,44,20,57,False
7,82,4,49,False
55,84,34,66,True
99,3,76,59,False
73,28,33,78,True
3,86,32,98,True
80,82,7,91,True
50,5,34,93,True
3,88,3,56,False
84,42,62,22,False
52,51,86,12,False
29,86,13,0,False
95,33,32,34,False
65,12,30,82,True
67,54,21,92,True
48,92,51,66,True
14,9,55,35,False
71,19,8,89,True
56,37,80,88,True
23,42,17,21,False
42,55,10,12,False
89,15,39,48,False
36,92,26,97,True
39,29,14,31,False
76,66,79,29,False
69,92,23,8,False
50,50,94,24,False
61,39,61,1,False
34,58,79,47,False
42,46,16,1,False
76,68,71,54,False
19,88,65,27,False
42,65,29,63,False
96,51,86,60,False
33,36,32,52,False
49,76,92,44,False
23,33,75,62,False
97,54,65,28,False
18,18,35,59,False
97,87,76,8,False
11,8,28,4,False
97,65,28,68,True
37,40,11,97,True
65,33,37,3,False
95,20,82,19,False
76,27,42,70,True
20,1,43,14,False
41,46,17,61,False
63,40,25,41,False
60,48,67,2,False
96,79,70,8,False
64,1,13,99,True
11,13,96,14,False
86,82,95,57,False
83,19,23,16,False
79,43,14,54,False
0,72,2,41,False
28,34,18,6,False
11,17,94,65,True
66,3,84,95,True
19,23,3,30,False
61,73,38,35,False
80,31,97,78,True
49,95,70,36,False
25,32,59,24,False
79,21,58,15,False
31,86,57,86,True
62,87,56,83,True
17,49,88,1,False
44,27,20,46,False
37,23,35,87,True
94,50,18,50,False
2,49,49,60,False
73,41,53,94,True
54,68,98,50,False
83,26,66,10,False
31,77,6,34,False
94,94,79,27,False
51,95,72,79,True
43,74,91,55,False
16,79,39,97,True
14,38,68,42,False
3,52,76,89,True
11,62,45,25,False
87,44,22,79,True
54,0,51,66,True
75,29,66,41,False
69,93,38,1,False
73,15,90,95,True
11,82,33,22,False
87,58,92,99,True
64,12,21,34,False
52,66,61,75,True
46,78,58,8,False
25,10,35,77,True
80,91,22,89,True
41,41,15,99,True
15,77,37,64,False
72,34,35,28,False
74,97,9,8,False
43,31,40,65,True
0,34,75,25,False
36,74,92,39,False
27,61,44,8,False
29,9,58,19,False
20,84,14,58,False
7,10,74,69,True
50,86,78,34,False
83,98,45,90,True
66,69,54,91,True
51,22,96,35,False
38,5,89,44,False
50,32,86,92,True
74,74,74,45,False
30,35,17,37,False
37,40,1,0,False
78,13,61,66,True
99,69,79,18,False
83,93,42,96,True
46,97,7,3,False
44,38,73,42,False
68,9,86,82,True
21,40,14,96,True
97,99,43,10,False
95,99,28,13,False
36,56,22,66,True
8,21,66,30,False
18,43,14,78,True
16,54,0,52,False
55,23,90,65,True
12,85,99,91,True
14,19,7,78,True
98,72,63,23,False
0,8,97,96,True
27,26,59,68,True
28,1,86,21,False
23,9,84,16,False
53,7,5,19,False
15,89,56,57,False
41,44,19,61,False
73,3,42,42,False
66,27,68,59,False
34,20,67,3,False
55,66,98,99,True
33,1,52,31,False
56,42,40,58,False
18,74,34,42,False
64,0,94,41,False
7,97,0,72,True
50,52,28,2,False
1,62,9,83,True
58,93,69,91,True
5,82,35,42,False
68,59,57,7,False
58,37,10,11,False
32,59,30,81,True
34,12,85,88,True
49,58,76,37,False
36,89,6,69,True
63,49,46,24,False
10,65,39,45,False
0,67,2,0,False
78,16,97,35,False
64,51,57,25,False
73,59,38,25,False
85,54,11,70,True
78,91,5,81,True
53,37,49,11,False
60,62,54,41,False
68,93,8,20,False
81,83,35,83,True
6,41,90,38,False
60,54,48,16,False
44,3,80,44,False
13,82,24,8,False
10,28,54,70,True
73,19,46,78,True
77,10,59,14,False
84,70,28,52,False
97,27,94,8,False
4,4,50,18,False
51,51,8,37,False
57,65,12,24,False
39,30,83,1,False
36,18,34,38,False
30,8,70,87,True
86,7,36,80,True
28,21,65,20,False
72,82,52,4,False
0,11,9,82,True
6,61,55,34,False
46,24,47,12,False
81,98,65,44,False
38,35,40,94,True
13,49,51,18,False
55,84,61,89,True
38,8,35,66,True
86,41,56,31,False
84,46,0,40,False
98,87,98,16,False
61,32,91,64,False
37,18,48,2,False
27,91,17,58,False
60,75,54,8,False
52,99,7,58,False
51,29,6,74,True
71,91,47,36,False
75,47,19,96,True
93,92,78,49,False
96,77,61,80,True
2,66,24,96,True
88,73,39,92,True
27,91,49,45,False
70,1,58,25,False
36,62,74,95,True
43,2,38,7,False
25,71,82,45,False
0,6,67,14,False
18,20,36,74,True
94,53,69,23,False
44,22,31,87,True
1,86,15,50,False
52,77,87,38,False
35,52,66,94,True
91,44,55,59,False
69,1,11,96,True
77,79,96,20,False
8,79,73,14,False
73,44,81,12,False
18,45,36,80,True
40,6,79,27,False
25,24,67,64,False
55,62,12,50,False
36,62,50,91,True
68,54,1,48,False
21,46,35,30,False
93,89,32,25,False
84,33,18,73,True
96,3,65,29,False
71,50,69,15,False
74,59,7,91,True
50,83,95,3,False
55,25,22,46,False
10,93,72,54,False
52,42,4,42,False
89,48,74,11,False
29,65,50,75,True
60,56,4,80,True
9,91,56,66,True
65,17,69,64,False
60,72,99,4,False
25,18,11,90,True
99,37,65,27,False
45,49,96,57,False
31,25,14,50,False
42,73,62,49,False
76,87,14,79,True
93,22,97,30,False
21,33,65,39,False
16,50,81,62,False
78,21,49,95,True
85,20,69,5,False
72,61,89,65,True
15,78,92,17,False
89,18,43,71,True
64,84,0,69,True
59,18,91,93,True
2,50,3,93,True
18,22,33,69,True
89,82,98,12,False
72,8,29,80,True
39,1,51,44,False
0,31,22,60,False
70,54,89,43,False
16,49,40,89,True
26,47,79,99,True
86,6,25,77,True
38,40,92,35,False
62,81,7,47,False
61,0,64,88,True
87,12,4,70,True
0,36,93,53,False
80,6,19,77,True
