A,B,C,D,R
57,35,34,89,False
3,31,99,2,True
96,23,87,80,False
81,62,5,89,False
40,97,62,50,False
47,89,35,44,False
78,51,97,42,True
41,95,21,68,False
27,46,76,61,False
71,78,15,28,True
7,15,50,64,False
84,7,21,48,False
87,15,83,94,False
25,43,20,54,False
9,15,82,97,False
84,31,58,18,True
32,71,29,83,False
96,94,39,61,False
20,55,77,85,False
69,62,1,35,True
95,16,74,68,False
21,75,97,69,False
92,27,87,4,True
3,31,76,82,False
13,6,13,35,True
77,75,54,86,False
80,72,90,40,True
20,67,97,13,True
68,79,16,74,False
8,72,74,50,False
38,10,0,85,False
65,77,64,0,True
99,42,66,74,False
63,1,39,67,False
62,43,79,0,True
99,4,92,16,True
52,4,27,24,True
69,73,82,95,False
7,75,61,86,False
45,15,94,42,True
68,94,46,28,True
72,7,31,81,False
19,50,98,89,False
50,43,16,9,True
10,19,82,67,False
25,59,74,52,False
52,94,49,28,True
4,27,47,71,False
10,29,45,85,False
58,54,83,83,False
85,21,87,2,True
55,39,74,19,True
19,19,74,93,False
76,15,86,2,True
34,49,1,22,True
63,84,51,12,True
77,12,13,57,False
51,87,20,90,False
60,94,62,15,True
13,54,28,45,False
30,80,59,34,True
55,65,32,35,True
98,8,68,94,False
18,36,42,96,False
0,32,33,57,False
73,71,39,17,True
16,46,81,77,False
17,98,43,13,True
97,35,51,52,False
49,41,81,91,False
11,1,27,8,True
14,51,26,7,True
23,68,2,50,False
25,89,94,46,False
30,38,10,3,True
37,13,84,98,False
8,15,76,28,True
68,26,51,19,True
87,8,54,72,False
77,67,37,53,False
33,2,18,98,False
75,66,9,6,True
97,11,87,44,False
50,16,20,28,True
38,81,47,7,True
24,72,84,33,True
37,76,31,9,True
58,91,86,26,True
66,78,24,0,True
63,85,23,44,False
94,38,58,94,False
25,2,1,0,True
84,49,33,57,False
37,57,84,31,True
9,5,96,88,False
41,94,98,41,True
83,89,34,62,False
11,90,35,62,False
39,18,75,87,False
20,46,14,50,False
45,82,49,91,False
39,32,91,49,False
70,68,35,51,False
27,75,95,0,True
91,86,3,56,False
91,47,98,40,True
6,97,19,69,False
61,49,59,42,True
11,36,53,71,False
25,10,47,58,False
7,27,36,99,False
14,51,46,45,False
55,33,99,72,False
41,64,2,73,False
52,88,84,1,True
44,72,51,47,False
49,31,96,0,True
15,3,33,97,False
46,53,49,61,False
96,4,52,68,False
29,28,72,37,True
17,46,55,82,False
97,97,35,16,True
39,72,38,56,False
94,10,31,56,False
27,46,89,74,False
4,12,44,89,False
63,68,21,99,False
99,50,37,44,False
95,34,86,0,True
25,29,17,50,False
85,44,3,88,False
60,19,97,7,True
9,16,17,67,False
46,1,74,30,True
18,99,75,34,True
69,84,25,95,False
33,60,43,67,False
18,52,44,99,False
98,48,29,56,False
54,6,11,69,False
55,48,80,88,False
83,42,43,96,False
36,90,37,5,True
17,84,89,67,False
43,29,51,66,False
65,67,63,73,False
52,64,41,64,False
58,35,45,40,True
71,0,93,77,False
25,7,25,67,False
34,56,68,54,False
19,40,95,89,False
46,49,89,46,False
59,84,77,9,True
85,39,4,17,True
68,38,87,41,True
89,22,56,88,False
98,46,95,54,False
5,28,4,62,False
40,92,26,50,False
32,95,50,23,True
58,18,76,57,False
17,98,72,25,True
44,87,61,78,False
66,6,37,73,False
90,71,25,11,True
18,96,61,43,False
96,54,31,60,False
57,98,69,46,False
4,45,60,6,True
29,12,15,20,True
97,55,19,3,True
97,68,91,86,False
96,71,4,26,True
22,17,92,61,False
11,63,35,92,False
98,39,47,23,True
68,96,88,97,False
60,53,17,69,False
76,20,5,1,True
50,34,41,27,True
28,30,72,92,False
36,54,24,55,False
44,59,22,91,False
34,88,61,38,True
22,60,78,52,False
80,86,72,52,False
68,85,89,21,True
24,7,17,64,False
93,65,7,61,False
43,91,40,93,False
3,1,32,69,False
12,36,14,47,False
99,31,95,56,False
32,44,36,32,True
96,7,29,8,True
65,12,65,61,False
74,59,34,31,True
56,30,42,23,True
82,32,33,49,False
29,89,5,42,True
58,80,25,79,False
81,58,64,53,False
96,57,74,70,False
45,33,17,54,False
52,17,65,61,False
83,93,38,64,False
76,82,4,45,False
89,10,60,27,True
79,83,19,11,True
55,42,71,66,False
82,50,77,19,True
98,67,8,78,False
49,89,33,84,False
69,9,18,88,False
95,36,43,78,False
11,96,83,94,False
30,47,56,25,True
32,33,46,86,False
78,78,2,34,True
32,68,30,90,False
75,35,24,57,False
14,45,53,62,False
82,77,18,2,True
7,40,14,38,True
27,11,40,13,True
76,50,96,9,True
77,14,18,41,True
29,28,63,18,True
93,27,23,28,True
45,82,48,76,False
46,67,62,59,False
69,69,5,25,True
30,47,62,7,True
21,23,8,11,True
69,64,30,2,True
85,82,51,65,False
82,70,19,63,False
75,55,5,76,False
81,42,6,68,False
11,34,65,12,True
96,35,75,19,True
30,95,35,80,False
11,84,10,11,True
62,81,83,24,True
69,56,27,88,False
58,81,90,94,False
10,5,18,96,False
95,90,89,14,True
51,47,5,68,False
69,43,57,68,False
10,46,71,66,False
27,44,62,15,True
33,61,40,69,False
45,9,20,94,False
29,92,27,97,False
72,24,1,12,True
79,21,47,79,False
25,89,21,31,True
64,18,43,88,False
0,35,88,23,True
21,70,80,55,False
76,4,35,7,True
53,10,59,39,True
8,99,89,89,False
28,24,90,1,True
65,2,47,26,True
43,39,76,17,True
88,24,68,95,False
87,81,80,57,False
68,18,48,28,True
38,27,21,69,False
26,35,17,53,False
23,70,26,54,False
59,10,60,60,False
40,79,80,56,False
69,90,71,54,False
33,59,85,68,False
39,20,96,96,False
62,12,37,44,False
1,30,2,43,False
11,57,4,3,True
31,50,92,19,True
48,59,44,90,False
10,77,68,93,False
43,25,11,80,False
65,71,6,59,False
59,99,65,45,False
1,95,65,89,False
73,24,71,93,False
12,24,68,1,True
7,44,13,31,True
46,99,24,89,False
73,92,35,55,False
70,50,99,57,False
73,89,78,44,False
86,67,84,43,False
48,35,82,67,False
91,98,88,99,False
37,54,88,50,False
38,63,65,78,False
52,76,37,54,False
1,85,69,14,True
21,90,41,78,False
95,58,14,13,True
9,40,81,70,False
90,45,11,62,False
77,38,0,1,True
38,53,48,72,False
94,32,25,23,True
98,19,2,45,False
13,35,75,24,True
21,4,90,3,True
94,52,64,75,False
1,42,75,76,False
39,84,7,67,False
31,83,23,69,False
38,16,30,50,False
78,63,61,61,False
63,4,70,54,False
67,13,86,11,True
92,77,28,60,False
77,91,43,15,True
95,8,41,40,True
18,1,95,56,False
16,24,72,17,True
86,0,2,35,True
23,51,15,37,True
23,53,65,15,True
38,62,99,72,False
89,96,98,11,True
36,78,0,87,False
50,97,91,13,True
27,6,46,57,False
92,60,93,60,False
47,92,88,44,False
14,8,30,81,False
27,91,83,92,False
52,68,57,34,True
78,98,95,32,True
38,67,96,73,False
44,56,61,39,True
92,7,95,12,True
94,41,92,31,True
91,1,5,38,True
67,78,71,68,False
63,36,27,42,True
76,16,84,17,True
69,26,92,39,True
38,11,94,21,True
28,9,64,32,True
54,26,45,2,True
29,10,45,88,False
41,46,71,10,True
5,28,24,66,False
4,25,65,89,False
47,84,64,61,False
50,64,98,57,False
40,60,30,81,False
28,17,86,69,False
99,82,3,91,False
8,69,3,87,False
62,70,92,65,False
97,15,70,45,False
8,45,61,34,True
34,17,19,80,False
36,19,92,78,False
15,48,34,65,False
7,65,19,55,False
27,68,25,84,False
64,30,25,79,False
71,49,52,74,False
78,49,62,15,True
11,53,53,43,False
62,74,75,53,False
8,58,30,57,False
41,74,26,81,False
12,51,55,34,True
66,17,99,30,True
72,85,55,70,False
19,4,43,69,False
9,83,12,95,False
65,0,56,41,True
15,5,89,18,True
85,9,48,38,True
23,88,19,44,False
62,66,43,80,False
54,93,24,38,True
96,82,13,24,True
2,87,8,77,False
39,86,48,1,True
70,73,48,34,True
72,55,57,56,False
72,79,70,48,False
65,70,69,20,True
66,55,26,13,True
35,78,48,38,True
82,52,74,50,False
81,23,31,17,True
62,7,85,98,False
73,14,36,27,True
55,41,74,79,False
55,25,7,48,False
6,96,47,30,True
69,32,36,21,True
36,96,32,81,False
25,15,83,83,False
6,28,24,46,False
78,95,31,0,True
69,20,86,99,False
93,96,7,20,True
1,76,73,97,False
84,27,22,92,False
30,10,90,49,False
97,17,65,26,True
22,2,5,66,False
48,9,23,40,True
53,90,84,15,True
74,42,33,35,True
56,25,69,65,False
3,66,47,4,True
19,77,83,0,True
42,10,79,59,False
16,97,20,38,True
96,53,77,83,False
59,15,43,5,True
90,48,9,28,True
69,71,89,16,True
15,67,60,0,True
12,62,75,67,False
95,47,61,61,False
66,53,68,64,False
15,98,88,97,False
17,48,52,88,False
87,90,17,93,False
69,25,70,33,True
32,54,29,56,False
82,43,55,91,False
10,80,37,11,True
67,3,34,69,False
88,60,3,95,False
18,67,53,54,False
69,13,93,41,True
25,51,80,14,True
93,90,5,9,True
62,30,79,41,True
28,52,97,82,False
18,81,33,11,True
17,39,43,14,True
72,40,77,85,False
82,1,71,62,False
92,87,85,26,True
86,0,49,10,True
64,33,4,52,False
6,62,50,61,False
71,54,90,32,True
71,69,70,45,False
83,50,39,12,True
0,7,52,60,False
61,14,97,67,False
3,85,32,90,False
37,55,75,89,False
56,53,44,57,False
30,44,92,67,False
4,91,11,93,False
69,52,9,55,False
86,45,89,2,True
5,95,71,48,False
51,42,31,7,True
98,25,28,3,True
11,60,44,99,False
68,23,81,57,False
4,24,21,65,False
46,7,26,90,False
17,21,53,93,False
80,38,61,14,True
88,94,8,74,False
36,93,56,84,False
41,15,40,93,False
38,60,38,10,True
1,15,91,73,False
69,51,6,18,True
72,83,73,18,True
59,48,99,71,False
28,58,20,39,True
16,16,27,58,False
87,22,10,12,True
1,97,98,75,False
57,35,85,66,False
23,60,36,3,True
71,75,65,19,True
74,17,2,17,True
44,13,78,15,True
6,70,43,89,False
56,61,73,7,True
3,42,7,67,False
8,57,44,91,False
60,6,64,28,True
87,79,34,23,True
54,99,74,66,False
1,39,92,90,False
92,98,2,56,False
76,46,81,56,False
72,37,24,32,True
94,11,0,23,True
57,4,52,20,True
50,80,22,29,True
99,20,15,59,False
97,5,26,51,False
72,74,89,8,True
15,44,29,64,False
10,67,44,66,False
5,79,97,70,False
98,36,70,41,True
1,13,3,74,False
15,43,58,75,False
17,21,99,79,False
88,73,38,60,False
70,25,22,74,False
96,96,74,61,False
79,17,0,82,False
61,8,68,47,False
10,7,48,65,False
94,56,13,12,True
20,62,23,78,False
55,35,12,45,False
24,58,76,38,True
28,69,54,50,False
63,62,52,44,False
60,26,65,52,False
65,35,2,41,True
21,39,11,68,False
53,81,49,32,True
13,53,5,83,False
34,79,33,59,False
12,74,92,82,False
58,7,32,46,False
48,41,83,27,True
92,55,15,25,True
3,76,41,96,False
70,5,78,39,True
62,81,34,6,True
67,13,17,22,True
9,54,27,67,False
98,65,73,93,False
72,93,36,63,False
90,30,8,47,False
28,25,46,33,True
6,62,66,99,False
49,6,96,19,True
70,29,53,31,True
95,70,46,70,False
96,32,12,7,True
97,49,83,52,False
72,99,21,41,True
30,61,27,45,False
98,33,82,92,False
99,57,23,37,True
14,29,36,76,False
8,15,5,65,False
16,52,44,11,True
17,14,70,16,True
17,33,86,59,False
67,42,82,64,False
33,5,28,81,False
59,1,79,66,False
90,66,48,36,True
18,75,8,93,False
67,67,31,86,False
48,65,28,37,True
80,6,36,13,True
77,26,84,1,True
23,73,3,73,False
80,70,72,37,True
66,50,97,0,True
4,7,54,33,True
19,95,74,11,True
72,23,2,28,True
91,33,72,67,False
25,26,99,7,True
98,44,58,91,False
91,31,52,54,False
44,78,86,4,True
51,77,64,75,False
87,66,2,40,True
68,82,59,28,True
28,15,77,53,False
41,44,78,47,False
25,9,29,31,True
7,40,82,11,True
5,4,63,85,False
38,14,6,8,True
68,17,74,72,False
72,72,32,63,False
57,87,74,45,False
89,35,64,5,True
67,41,18,67,False
70,46,43,50,False
3,67,82,54,False
52,14,68,52,False
40,26,62,62,False
30,61,20,18,True
89,2,65,1,True
65,31,18,45,False
62,21,19,30,True
24,59,60,14,True
17,82,14,63,False
20,13,49,78,False
48,66,4,1,True
1,58,85,73,False
10,64,32,83,False
41,26,89,69,False
0,55,68,77,False
94,60,84,58,False
50,24,25,31,True
25,48,54,74,False
42,54,81,69,False
28,54,94,73,False
4,33,21,49,False
67,58,84,77,False
30,40,63,27,True
24,52,71,1,True
34,24,96,53,False
44,93,95,16,True
77,57,69,39,True
90,17,84,99,False
98,84,2,23,True
28,28,54,82,False
58,65,26,69,False
81,44,10,85,False
56,84,94,57,False
96,46,96,75,False
4,5,62,32,True
94,74,56,55,False
88,73,79,43,False
54,55,82,88,False
35,47,17,14,True
80,31,0,38,True
79,45,75,8,True
27,39,76,8,True
71,11,50,40,True
20,8,25,83,False
51,34,72,28,True
36,34,80,0,True
25,46,76,16,True
25,90,31,44,False
21,73,55,47,False
65,52,64,62,False
16,73,10,70,False
54,94,18,91,False
55,24,10,40,True
64,19,97,36,True
28,1,60,67,False
53,32,23,87,False
44,72,57,62,False
62,4,88,72,False
67,26,3,60,False
1,68,80,68,False
17,91,84,47,False
34,65,63,93,False
98,63,38,1,True
67,27,33,17,True
59,20,75,64,False
8,43,38,81,False
56,57,37,79,False
14,36,94,35,True
10,33,97,39,True
92,3,45,66,False
96,53,93,3,True
87,89,19,96,False
6,27,60,10,True
54,96,81,98,False
69,41,60,50,False
56,80,23,91,False
86,52,33,3,True
18,67,34,2,True
17,63,47,83,False
82,57,23,82,False
79,17,21,83,False
26,96,12,10,True
26,98,4,45,False
66,55,74,60,False
71,38,75,89,False
85,92,60,29,True
93,23,71,90,False
56,76,4,31,True
9,79,61,91,False
30,83,65,63,False
96,57,89,90,False
10,73,27,33,True
17,46,27,12,True
9,51,23,0,True
42,77,54,4,True
32,36,66,47,False
22,85,78,55,False
53,1,20,27,True
70,91,72,85,False
30,97,61,69,False
59,20,2,83,False
84,8,12,89,False
0,32,46,14,True
60,59,51,0,True
62,46,85,91,False
76,5,15,22,True
19,3,15,3,True
98,84,81,99,False
11,48,11,9,True
13,91,19,67,False
23,20,95,91,False
71,76,54,57,False
57,77,44,40,True
98,74,31,11,True
52,56,0,53,False
10,66,18,51,False
46,3,80,1,True
14,69,44,13,True
47,11,84,59,False
93,15,23,29,True
49,48,47,8,True
35,39,69,16,True
82,66,16,56,False
60,28,90,74,False
85,20,56,16,True
42,71,97,51,False
99,24,74,49,False
44,56,41,71,False
49,31,88,82,False
16,42,43,13,True
16,19,77,78,False
17,61,55,85,False
85,91,25,49,False
38,18,51,49,False
4,92,51,70,False
65,56,29,40,True
83,58,98,69,False
98,74,5,14,True
13,75,59,69,False
77,33,36,77,False
43,85,43,55,False
41,41,63,21,True
35,47,54,65,False
21,82,97,14,True
15,48,83,10,True
7,72,73,86,False
17,95,86,53,False
96,21,71,34,True
9,63,74,46,False
6,33,87,67,False
77,46,79,13,True
81,23,13,27,True
23,70,92,71,False
44,3,89,6,True
83,92,45,87,False
83,73,34,45,False
6,90,19,55,False
83,90,81,49,False
45,69,18,93,False
67,73,50,36,True
86,1,72,20,True
21,99,40,49,False
49,91,39,46,False
71,26,54,50,False
98,14,12,63,False
71,69,8,9,True
27,82,13,64,False
41,88,2,66,False
54,27,96,76,False
76,83,69,72,False
92,55,89,32,True
60,52,2,59,False
57,6,92,82,False
69,23,36,47,False
33,60,36,90,False
57,60,12,71,False
58,64,47,65,False
7,66,82,41,True
11,87,83,30,True
77,99,28,23,True
76,0,93,73,False
64,43,29,3,True
39,19,57,41,True
32,67,29,82,False
9,85,10,4,True
60,55,40,87,False
20,68,82,90,False
76,45,82,3,True
48,49,15,87,False
34,19,13,32,True
22,47,95,24,True
10,58,37,92,False
69,26,70,71,False
11,2,7,86,False
65,25,62,95,False
89,19,71,46,False
27,42,49,54,False
80,12,1,69,False
64,57,62,54,False
22,70,54,0,True
23,63,52,10,True
93,50,0,36,True
36,16,54,54,False
32,22,86,58,False
10,26,15,19,True
64,91,0,59,False
91,70,97,86,False
35,16,0,35,True
78,59,38,62,False
29,50,40,47,False
67,98,78,36,True
34,29,50,42,True
33,55,77,53,False
11,51,68,37,True
93,25,43,9,True
74,50,96,62,False
20,50,79,71,False
27,74,63,78,False
44,52,53,1,True
51,63,20,92,False
44,23,35,79,False
83,7,36,37,True
98,80,46,57,False
71,35,8,64,False
56,20,68,29,True
24,53,12,52,False
80,22,89,5,True
3,4,52,86,False
58,98,50,55,False
57,50,60,17,True
70,38,8,53,False
22,94,43,87,False
1,53,77,37,True
30,7,41,84,False
6,1,48,5,True
72,17,78,68,False
34,50,45,90,False
4,0,86,97,False
50,47,84,9,True
65,68,92,64,False
55,43,49,62,False
92,31,91,23,True
0,12,88,48,False
96,46,99,83,False
33,87,36,24,True
75,40,29,77,False
27,82,69,13,True
97,26,57,70,False
92,1,60,70,False
37,1,11,93,False
90,32,2,67,False
89,72,12,36,True
39,79,0,75,False
27,95,59,96,False
64,30,18,26,True
37,14,22,4,True
16,42,4,29,True
96,46,95,78,False
94,89,40,22,True
20,21,91,89,False
82,79,12,47,False
55,52,87,81,False
84,20,57,28,True
23,74,25,22,True
18,40,36,17,True
94,30,36,56,False
82,38,13,39,True
68,96,26,38,True
70,2,20,45,False
93,83,52,60,False
54,92,6,38,True
37,79,92,16,True
86,19,14,9,True
68,5,78,72,False
2,12,73,52,False
75,24,27,98,False
97,36,82,39,True
15,16,2,32,True
51,13,72,29,True
88,76,18,87,False
57,18,67,39,True
90,19,21,18,True
42,67,37,14,True
70,85,19,81,False
51,79,43,19,True
15,90,24,60,False
42,75,15,73,False
36,65,22,98,False
31,76,95,98,False
0,30,28,63,False
15,16,68,60,False
39,64,51,15,True
13,40,58,76,False
73,31,23,88,False
15,87,62,29,True
0,88,18,46,False
88,97,94,65,False
33,92,2,14,True
33,13,54,35,True
37,98,2,22,True
83,99,53,58,False
54,90,54,28,True
98,13,54,35,True
66,17,67,6,True
44,57,59,8,True
79,93,79,78,False
50,45,60,33,True
22,89,90,55,False
60,10,41,43,False
19,58,23,76,False
97,2,89,48,False
49,23,49,51,False
95,49,20,86,False
68,57,70,65,False
43,37,58,79,False
79,73,66,1,True
36,83,22,35,True
87,34,13,78,False
44,6,66,23,True
26,43,54,93,False
51,99,70,17,True
87,94,87,82,False
25,54,39,59,False
21,52,95,61,False
95,69,97,74,False
66,24,92,48,False
99,50,23,16,True
36,95,33,50,False
95,32,31,14,True
72,63,27,54,False
70,80,8,39,True
64,28,45,37,True
12,18,87,97,False
98,78,13,65,False
56,66,21,11,True
6,10,63,95,False
67,76,83,70,False
49,92,54,42,True
43,79,62,29,True
79,41,33,27,True
30,52,73,95,False
0,87,35,50,False
4,18,71,51,False
9,99,8,16,True
2,56,30,34,True
69,81,36,24,True
26,33,10,81,False
5,84,82,13,True
43,12,81,0,True
33,99,38,12,True
80,18,96,17,True
27,3,45,39,True
93,43,78,64,False
40,76,72,4,True
63,28,60,56,False
78,26,84,34,True
57,61,74,64,False
52,28,82,44,False
51,74,74,23,True
2,3,11,40,True
43,76,66,22,True
8,91,45,52,False
19,2,70,18,True
53,74,70,44,False
97,17,95,29,True
62,46,63,28,True
54,26,77,99,False
21,81,74,38,True
24,68,88,62,False
33,15,42,22,True
75,97,97,10,True
4,79,15,31,True
23,4,3,52,False
79,28,32,4,True
60,18,31,95,False
47,52,59,64,False
73,31,64,82,False
25,21,6,32,True
76,64,8,63,False
64,51,75,45,False
44,44,12,6,True
71,90,13,61,False
29,63,49,85,False
21,92,23,97,False
58,60,61,48,False
6,15,11,74,False
98,70,66,90,False
80,91,30,44,False
91,15,96,13,True
25,61,94,1,True
97,80,29,90,False
45,51,65,60,False
72,50,53,46,False
87,87,89,94,False
74,95,90,43,False
46,37,25,0,True
95,77,98,59,False
65,80,36,69,False
65,87,77,99,False
71,80,72,9,True
52,42,54,49,False
15,52,90,73,False
21,50,62,69,False
57,98,12,46,False
45,78,98,7,True
30,92,33,57,False
65,57,1,76,False
92,31,13,46,False
95,37,42,34,True
13,8,51,79,False
45,51,30,24,True
71,11,85,94,False
84,17,85,53,False
30,40,37,0,True
79,55,80,89,False
62,39,40,36,True
38,23,97,42,True
76,71,52,58,False
2,18,96,48,False
5,36,90,94,False
84,36,32,55,False
48,38,11,28,True
44,18,33,19,True
73,20,64,7,True
30,18,86,55,False
55,21,77,86,False
74,89,54,42,True
18,71,79,51,False
96,40,86,87,False
69,97,28,12,True
34,57,22,46,False
2,71,1,58,False
34,48,8,53,False
31,82,55,6,True
7,61,65,70,False
52,88,30,75,False
48,30,10,19,True
21,79,14,3,True
14,63,42,6,True
99,52,29,22,True
49,76,57,6,True
92,13,53,52,False
51,41,12,98,False
97,17,63,52,False
6,41,24,3,True
29,71,85,24,True
60,49,14,88,False
84,31,87,93,False
30,81,51,87,False
35,42,86,16,True
46,20,88,18,True
69,74,54,30,True
35,44,55,89,False
1,57,88,2,True
87,54,43,47,False
2,10,33,17,True
84,41,49,74,False
13,96,3,55,False
91,61,34,97,False
23,49,95,25,True
15,83,93,78,False
94,64,88,60,False
28,35,28,85,False
90,56,59,23,True
71,99,85,47,False
81,66,80,70,False
15,26,38,74,False
23,60,82,80,False
58,84,91,28,True
30,8,17,28,True
29,53,95,27,True
71,47,67,65,False
74,10,90,22,True
58,27,28,28,True
72,28,93,48,False
27,95,97,73,False
75,59,95,74,False
41,95,1,77,False
10,95,57,90,False
83,23,32,93,False
82,36,39,57,False
92,23,68,50,False
33,25,37,33,True
89,69,64,47,False
18,63,80,91,False
46,9,65,16,True
28,19,16,15,True
23,64,15,46,False
88,8,76,47,False
5,85,18,9,True
24,93,87,70,False
21,95,34,16,True
9,99,36,56,False
77,58,51,78,False
45,41,84,81,False
44,78,83,18,True
42,8,70,37,True
2,78,70,11,True
54,10,82,95,False
44,18,14,13,True
78,31,91,87,False
98,92,39,48,False
38,9,45,25,True
0,53,34,13,True
30,74,62,10,True
27,29,1,29,True
5,96,85,26,True
8,95,36,78,False
97,6,2,77,False
76,99,37,22,True
61,86,18,95,False
1,93,28,95,False
52,24,67,26,True
24,21,40,54,False
56,42,96,74,False
36,44,38,71,False
82,97,92,54,False
69,50,37,96,False
10,97,72,90,False
24,62,8,46,False
12,61,47,42,True
0,3,79,79,False
75,94,85,80,False
47,18,89,81,False
62,31,55,4,True
20,2,89,50,False
64,53,28,38,True
52,4,77,95,False
16,96,0,49,False
82,28,76,70,False
73,77,3,29,True
59,61,85,48,False
34,40,54,92,False
78,63,94,61,False
46,8,29,33,True
3,80,54,93,False
42,54,78,66,False
86,90,46,35,True
52,87,68,57,False
80,41,7,64,False
51,11,93,57,False
58,10,87,3,True
34,88,39,45,False
37,98,79,94,False
18,81,59,78,False
78,64,68,20,True
72,92,92,20,True
96,10,75,67,False
97,65,96,9,True
20,65,40,65,False
83,83,67,12,True
14,42,45,9,True
21,55,94,29,True
78,41,26,90,False
63,52,98,7,True
34,55,44,97,False
62,5,27,83,False
56,74,49,22,True
5,37,47,78,False
17,19,88,26,True
73,96,45,13,True
66,20,91,90,False
42,29,51,2,True
96,86,80,21,True
35,51,38,10,True
48,60,78,20,True
22,32,20,31,True
45,24,96,94,False
87,10,2,84,False
87,57,51,56,False
27,62,92,95,False
98,48,9,87,False
68,87,2,71,False
12,14,22,72,False
12,27,79,40,True
88,70,92,49,False
33,21,77,29,True
76,19,97,15,True
90,10,56,91,False
67,99,87,47,False
21,16,0,5,True
22,88,11,74,False
70,68,12,56,False
78,95,49,60,False
52,18,89,20,True
6,29,25,85,False
66,94,50,15,True
67,45,81,4,True
16,83,93,2,True
63,48,60,0,True
71,56,10,69,False
83,44,66,5,True
2,1,69,28,True
60,75,44,73,False
60,89,61,2,True
20,94,22,49,False
78,88,56,37,True
10,47,76,51,False
97,15,18,70,False
64,19,96,67,False
79,63,74,29,True
70,67,30,4,True
35,85,71,85,False
90,62,51,50,False
23,48,39,46,False
82,6,28,34,True
15,81,33,19,True
36,60,6,61,False
72,67,74,63,False
79,1,65,8,True
36,22,38,40,True
19,11,3,80,False
93,86,0,34,True
55,15,81,94,False
62,75,58,67,False
9,73,74,69,False
3,68,67,2,True
36,65,81,31,True
55,98,33,76,False
21,46,37,17,True
81,63,65,46,False
61,0,31,42,True
96,59,52,82,False
99,61,36,6,True
73,98,53,64,False
21,37,60,35,True
18,21,25,73,False
1,50,75,96,False
13,32,46,12,True
79,37,90,89,False
34,33,72,76,False
58,24,79,53,False
27,90,79,77,False
73,16,64,19,True
2,99,5,40,True
71,94,18,22,True
28,33,3,66,False
58,82,53,40,True
43,77,42,20,True
99,82,13,98,False
48,57,3,56,False
12,41,24,76,False
41,74,90,57,False
91,44,73,71,False
4,23,41,44,False
45,77,73,26,True
48,43,41,27,True
83,11,79,32,True
92,59,10,29,True
37,86,57,33,True
83,80,24,19,True
8,93,70,97,False
4,70,35,69,False
10,53,78,77,False
83,76,50,8,True
43,28,9,42,True
92,37,23,55,False
78,49,38,75,False
12,90,80,2,True
96,70,28,59,False
3,36,76,42,True
75,64,23,27,True
12,25,38,83,False
65,39,62,26,True
30,57,62,1,True
2,5,17,54,False
14,42,1,29,True
18,37,75,5,True
78,87,98,11,True
96,89,73,86,False
28,96,62,28,True
9,15,59,14,True
64,57,91,89,False
76,31,32,50,False
81,98,22,66,False
77,96,53,31,True
33,7,67,31,True
80,23,31,25,True
65,51,88,60,False
98,0,80,70,False
69,31,77,40,True
74,94,63,55,False
31,17,1,15,True
7,49,73,85,False
47,4,5,67,False
14,34,26,7,True
32,98,47,38,True
81,10,0,9,True
15,59,50,16,True
49,20,49,71,False
49,78,7,4,True
85,51,20,49,False
84,81,66,31,True
31,21,3,90,False
50,91,55,4,True
77,90,27,69,False
75,74,18,53,False
24,4,81,61,False
37,28,85,82,False
41,27,0,31,True
40,50,79,19,True
3,68,36,91,False
31,19,69,5,True
28,42,93,27,True
20,81,47,43,False
32,8,94,64,False
90,27,4,9,True
58,42,82,68,False
99,91,87,64,False
24,27,84,23,True
43,63,99,80,False
59,73,37,49,False
12,84,43,17,True
11,34,31,36,True
81,94,88,23,True
95,2,96,80,False
39,44,57,49,False
88,74,57,89,False
10,33,13,75,False
99,81,99,67,False
86,61,91,84,False
3,79,95,45,False
88,93,83,38,True
29,24,53,6,True
87,60,22,81,False
88,49,92,46,False
35,17,64,14,True
55,49,74,83,False
71,27,44,9,True
86,25,57,45,False
30,88,5,70,False
73,86,78,9,True
59,2,51,33,True
75,72,16,62,False
37,95,43,41,True
14,36,21,76,False
83,53,26,57,False
81,9,23,62,False
65,64,82,69,False
94,54,79,19,True
38,42,70,28,True
61,52,91,74,False
97,38,23,74,False
94,79,91,92,False
62,24,31,65,False
34,36,35,33,True
40,13,66,43,False
61,55,31,33,True
55,84,47,43,False
73,37,26,94,False
7,13,68,60,False
32,25,64,38,True
99,27,20,34,True
48,83,3,4,True
47,37,50,33,True
66,20,9,0,True
82,3,13,8,True
60,51,1,22,True
20,70,14,60,False
39,45,84,72,False
67,88,22,71,False
89,58,34,89,False
1,42,71,20,True
33,45,42,21,True
78,18,61,39,True
54,3,60,59,False
80,25,82,98,False
74,68,62,14,True
89,94,85,84,False
38,5,17,86,False
28,52,42,16,True
1,33,61,46,False
41,84,94,25,True
53,59,61,4,True
94,96,44,92,False
25,75,37,81,False
87,54,50,17,True
51,21,82,91,False
68,57,22,67,False
98,17,94,99,False
28,52,76,49,False
45,79,8,43,False
68,59,75,17,True
49,82,23,87,False
13,28,53,94,False
27,80,60,85,False
21,90,64,47,False
89,62,92,51,False
45,77,62,64,False
17,56,4,24,True
39,15,58,88,False
99,55,34,55,False
59,54,99,12,True
27,84,59,71,False
98,2,62,43,False
80,9,23,27,True
22,23,31,39,True
97,64,43,96,False
20,67,73,82,False
41,18,1,63,False
